"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.600110987438732,0.0202690568645252,29.6072477101312,6.17323902784143e-54
"tutoring_program",-0.00193581093830102,0.0287947747613683,-0.0672278548571301,0.946523471618474
